tab	samples
sample	site	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	result_type
BD7-5	BD7	0	47.2666	268.7116	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	295.1	0	11.2	121.2	-90	This study	SO-CMD-NORTH	g	i
BD7-6	BD7	0	47.2666	268.7116	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	295.1	0	11.2	121.2	-90	This study	SO-CMD-NORTH	g	i
BD7-7	BD7	0	47.2666	268.7116	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	288.8	0	11.2	121.2	-67	This study	SO-CMD-NORTH	g	i
BD8-1	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	329.6	0	11.2	121.2	-56	This study	SO-CMD-NORTH	g	i
BD8-2	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	327.1	0	11.2	121.2	-61	This study	SO-CMD-NORTH	g	i
BD8-3	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	309.7	0	11.2	121.2	-63	This study	SO-CMD-NORTH	g	i
BD8-4	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	318.9	0	11.2	121.2	-19	This study	SO-CMD-NORTH	g	i
BD8-5	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	315.6	0	11.2	121.2	-38	This study	SO-CMD-NORTH	g	i
BD8-6	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	303.9	0	11.2	121.2	-66	This study	SO-CMD-NORTH	g	i
BD8-7	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	311.2	0	11.2	121.2	-58	This study	SO-CMD-NORTH	g	i
BD8-8	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	307.2	0	11.2	121.2	-55	This study	SO-CMD-NORTH	g	i
BD8-9	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	307.3	0	11.2	121.2	-48	This study	SO-CMD-NORTH	g	i
BD8-10	BD8	0	47.2126	268.6438	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	308.0	0	11.2	121.2	-33	This study	SO-CMD-NORTH	g	i
BD9-1	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	13.7	0	11.2	121.2	-46	This study	SO-CMD-NORTH	g	i
BD9-2	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	20.6	0	11.2	121.2	-41	This study	SO-CMD-NORTH	g	i
BD9-3	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	5.6	0	11.2	121.2	-37	This study	SO-CMD-NORTH	g	i
BD9-4	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	351.5	0	11.2	121.2	-46	This study	SO-CMD-NORTH	g	i
BD9-5	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	304.1	0	11.2	121.2	-72	This study	SO-CMD-NORTH	g	i
BD9-6	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	290.5	0	11.2	121.2	-72	This study	SO-CMD-NORTH	g	i
BD9-7	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	284.8	0	11.2	121.2	-70	This study	SO-CMD-NORTH	g	i
BD9-8	BD9	0	47.2243	268.6529	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	281.8	0	11.2	121.2	-51	This study	SO-CMD-NORTH	g	i
BD10-1	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	4.2	0	11.2	121.2	-37	This study	SO-CMD-NORTH	g	i
BD10-2	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	10.2	0	11.2	121.2	-46	This study	SO-CMD-NORTH	g	i
BD10-3	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	27.0	0	11.2	121.2	-52	This study	SO-CMD-NORTH	g	i
BD10-4	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	2.2	0	11.2	121.2	-70	This study	SO-CMD-NORTH	g	i
BD10-5	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	322.8	0	11.2	121.2	-46	This study	SO-CMD-NORTH	g	i
BD10-6	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	300.4	0	11.2	121.2	-12	This study	SO-CMD-NORTH	g	i
BD10-7	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	356.1	0	11.2	121.2	-79	This study	SO-CMD-NORTH	g	i
BD10-8	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	0.3	0	11.2	121.2	-80	This study	SO-CMD-NORTH	g	i
BD10-9	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	18.2	0	11.2	121.2	-70	This study	SO-CMD-NORTH	g	i
BD10-10	BD10	0	47.4114	268.8408	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	27.2	0	11.2	121.2	-72	This study	SO-CMD-NORTH	g	i
BD11-1	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	310.3	0	11.2	121.2	-84	This study	SO-CMD-NORTH	g	i
BD11-2	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	310.3	0	11.2	121.2	-74	This study	SO-CMD-NORTH	g	i
BD11-3	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	349.3	0	11.2	121.2	-78	This study	SO-CMD-NORTH	g	i
BD11-4	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	349.3	0	11.2	121.2	-72	This study	SO-CMD-NORTH	g	i
BD11-5	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	295.3	0	11.2	121.2	-75	This study	SO-CMD-NORTH	g	i
BD11-6	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	295.3	0	11.2	121.2	-78	This study	SO-CMD-NORTH	g	i
BD11-7	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	296.3	0	11.2	121.2	-72	This study	SO-CMD-NORTH	g	i
BD11-8	BD11	0	47.368	268.7258	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	292.3	0	11.2	121.2	-66	This study	SO-CMD-NORTH	g	i
BD12-1	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	154.4	0	11.2	121.2	-25	This study	SO-CMD-NORTH	g	i
BD12-2	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	150.4	0	11.2	121.2	-29	This study	SO-CMD-NORTH	g	i
BD12-3	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	144.4	0	11.2	121.2	-24	This study	SO-CMD-NORTH	g	i
BD12-4	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	135.4	0	11.2	121.2	-24	This study	SO-CMD-NORTH	g	i
BD12-5	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	122.4	0	11.2	121.2	-26	This study	SO-CMD-NORTH	g	i
BD12-6	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	63.4	0	11.2	121.2	-19	This study	SO-CMD-NORTH	g	i
BD12-7	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	127.6	0	11.2	121.2	-81	This study	SO-CMD-NORTH	g	i
BD12-8	BD12	0	47.3048	268.6712	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	137.4	0	11.2	121.2	-66	This study	SO-CMD-NORTH	g	i
BD13-1	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	279.8	0	11.2	121.2	-83	This study	SO-CMD-NORTH	g	i
BD13-2	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	277.9	0	11.2	121.2	-78	This study	SO-CMD-NORTH	g	i
BD13-3	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	279.5	0	11.2	121.2	-81	This study	SO-CMD-NORTH	g	i
BD13-4	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	280.3	0	11.2	121.2	-90	This study	SO-CMD-NORTH	g	i
BD13-5	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	275.5	0	11.2	121.2	-92	This study	SO-CMD-NORTH	g	i
BD13-6	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	283.7	0	11.2	121.2	-82	This study	SO-CMD-NORTH	g	i
BD13-7	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	272.9	0	11.2	121.2	-89	This study	SO-CMD-NORTH	g	i
BD13-8	BD13	0	47.4804	268.8763	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	285.8	0	11.2	121.2	-79	This study	SO-CMD-NORTH	g	i
BD14-1	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	268.7	0	13.7	143.3	-67	This study	SO-CMD-NORTH	g	i
BD14-2	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	236.7	0	13.7	143.3	-72	This study	SO-CMD-NORTH	g	i
BD14-3	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	333.7	0	13.7	143.3	-78	This study	SO-CMD-NORTH	g	i
BD14-4	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	307.7	0	13.7	143.3	-85	This study	SO-CMD-NORTH	g	i
BD14-5	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	252.2	0	13.7	143.3	-47	This study	SO-CMD-NORTH	g	i
BD14-6	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	251.5	0	13.7	143.3	-50	This study	SO-CMD-NORTH	g	i
BD14-7	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	270.8	0	13.7	143.3	-65	This study	SO-CMD-NORTH	g	i
BD14-8	BD14	0	47.7	269.3352	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	220.7	0	13.7	143.3	-52	This study	SO-CMD-NORTH	g	i
BD15-1	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	249.7	0	13.7	143.3	-81	This study	SO-CMD-NORTH	g	i
BD15-2	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	242.7	0	13.7	143.3	-85	This study	SO-CMD-NORTH	g	i
BD15-3	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	244.7	0	13.7	143.3	-63	This study	SO-CMD-NORTH	g	i
BD15-4	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	206.7	0	13.7	143.3	-72	This study	SO-CMD-NORTH	g	i
BD15-5	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	204.7	0	13.7	143.3	-72	This study	SO-CMD-NORTH	g	i
BD15-6	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	206.7	0	13.7	143.3	-70	This study	SO-CMD-NORTH	g	i
BD15-7	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	204.7	0	13.7	143.3	-70	This study	SO-CMD-NORTH	g	i
BD15-8	BD15	0	47.7004	269.3604	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	205.7	0	13.7	143.3	-73	This study	SO-CMD-NORTH	g	i
BD16-1	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	350.8	0	13.7	143.3	-78	This study	SO-CMD-NORTH	g	i
BD16-2	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	6.8	0	13.7	143.3	-78	This study	SO-CMD-NORTH	g	i
BD16-3	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	193.8	0	13.7	143.3	-14	This study	SO-CMD-NORTH	g	i
BD16-4	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	180.8	0	13.7	143.3	-11	This study	SO-CMD-NORTH	g	i
BD16-5	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	321.8	0	13.7	143.3	-20	This study	SO-CMD-NORTH	g	i
BD16-6	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	328.8	0	13.7	143.3	-20	This study	SO-CMD-NORTH	g	i
BD16-7	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	135.8	0	13.7	143.3	-68	This study	SO-CMD-NORTH	g	i
BD16-8	BD16	0	47.6659	269.2838	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	137.8	0	13.7	143.3	-68	This study	SO-CMD-NORTH	g	i
BD17-1	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	108.2	0	11.2	121.2	-74	This study	SO-CMD-NORTH	g	i
BD17-2	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	106.2	0	11.2	121.2	-74	This study	SO-CMD-NORTH	g	i
BD17-3	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	125.2	0	11.2	121.2	-66	This study	SO-CMD-NORTH	g	i
BD17-4	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	123.2	0	11.2	121.2	-67	This study	SO-CMD-NORTH	g	i
BD17-5	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	126.2	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
BD17-6	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	126.2	0	11.2	121.2	-61	This study	SO-CMD-NORTH	g	i
BD17-7	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	116.2	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
BD17-8	BD17	0	47.373999999999995	268.8356	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	118.2	0	11.2	121.2	-64	This study	SO-CMD-NORTH	g	i
